participant_id,condition,condition_order,condition_label,hedging,modality,hedging_label,modality_label,session_status,n_trials_completed,n_trials_in_logs,trust_score_mean,nasa_tlx_raw_mean,manipulation_uncertainty,manipulation_certainty,posttask_perceived_uncertainty,posttask_perceived_certainty,posttask_perceived_reliability,posttask_verification_usefulness,posttask_decision_confidence,verify_rate,accept_rate,reject_rate,final_accuracy_rate,overreliance_rate,underreliance_rate,mean_decision_time_sec,median_decision_time_sec,verify_rate_correct_answers,accept_rate_correct_answers,accuracy_rate_correct_answers,verify_rate_incorrect_answers,accept_rate_incorrect_answers,accuracy_rate_incorrect_answers,source_file,informed_consent_given,participant_blinded_to_condition_meaning,interview_consent,practice_trials_completed,main_trials_planned,break_count,session_start,session_end,consent_timestamp,assignment_mode,assignment_strategy,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,N1,N2,N3,N4,N5,N6,U01,U02,U03,U04,U05,U06,U07,U08,U09,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,PT1,PT2,PT3,PT4,PT5,PT6,PT7,ueq_attractiveness,ueq_perspicuity,ueq_novelty,ueq_stimulation,ueq_dependability,ueq_efficiency,ueq_pragmatic_quality,ueq_hedonic_quality,posttask_modality_influence,posttask_behavioural_adaptation,mean_evidence_dwell_time_sec
P_1778951845187_8179,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,4.166666666666667,4.666666666666667,6.0,6.0,4.0,5.0,4.0,5.0,5.0,0.03333333333333333,0.6333333333333333,0.36666666666666664,0.7333333333333333,0.1,0.16666666666666666,6.966933333333333,5.848000000000001,0.0,0.7619047619047619,0.7619047619047619,0.1111111111111111,0.3333333333333333,0.6666666666666666,P_1778951845187_8179_1778955628778.json,1,1,accepted,2,30,2,1778951845189,1778955627976,1778955627976,balanced,quota_balanced_round_robin,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,2.0,2.0,4.0,6.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,6.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,1.1666666666666667,1.5,-0.25,1.0,0.25,1.0,0.9166666666666666,0.375,6.0,5.0,0.32903333333333334
P_1778964675197_697,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,3.1666666666666665,3.3333333333333335,5.0,4.0,3.0,3.0,3.0,6.0,4.0,0.26666666666666666,0.8666666666666667,0.13333333333333333,0.8333333333333334,0.16666666666666666,0.0,6.256166666666667,4.114000000000001,0.23809523809523808,1.0,1.0,0.3333333333333333,0.5555555555555556,0.4444444444444444,P_1778964675197_697_1778965121234.json,1,1,accepted,2,30,2,1778964675199,1778965120779,1778965120779,balanced,quota_balanced_round_robin,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,6.0,3.0,5.0,3.0,5.0,5.0,6.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,6.0,4.0,3.0,4.0,0.0,0.5,-0.25,-1.25,-1.5,0.0,-0.3333333333333333,-0.75,3.0,4.0,1.5965666666666667
P_1779000818799_2602,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,2.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,7.0,0.43333333333333335,0.7666666666666667,0.23333333333333334,0.9333333333333333,0.06666666666666667,0.0,11.131866666666667,7.8045,0.38095238095238093,1.0,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,P_1779000818799_2602_1779001563216.json,1,1,accepted,2,30,2,1779000818802,1779001562343,1779001562343,balanced,quota_balanced_round_robin,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,7.0,1.0,-2.0,3.0,-2.5,-3.0,-3.0,0.0,0.0,-2.75,7.0,1.0,4.831366666666667
P_1779010646107_7088,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,2.5833333333333335,2.0,2.0,6.0,3.0,6.0,6.0,7.0,6.0,0.4666666666666667,0.6,0.4,0.9,0.0,0.1,15.678866666666666,11.7035,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.5555555555555556,0.0,1.0,P_1779010646107_7088_1779011941467.json,1,1,accepted,2,30,2,1779010646110,1779011941009,1779011941009,balanced,quota_balanced_round_robin,3.0,1.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,3.0,3.0,6.0,4.0,6.0,3.0,5.0,3.0,4.0,6.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,2.0,2.0,-1.1666666666666667,1.0,-0.25,-0.25,-1.0,-0.5,-0.16666666666666666,-0.25,2.0,2.0,5.474733333333333
P_1779011444033_6599,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,3.4166666666666665,3.5,4.0,4.0,5.0,3.0,4.0,5.0,5.0,0.6333333333333333,0.6,0.4,0.7666666666666667,0.06666666666666667,0.16666666666666666,17.7347,17.0045,0.5714285714285714,0.7619047619047619,0.7619047619047619,0.7777777777777778,0.2222222222222222,0.7777777777777778,P_1779011444033_6599_1779012593850.json,1,1,accepted,2,30,2,1779011444037,1779012592648,1779012592648,balanced,quota_balanced_round_robin,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,2.0,6.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,0.6666666666666666,1.25,0.25,0.75,0.75,1.75,1.25,0.5,4.0,4.0,6.947333333333333
P_1779032199414_8568,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,4.5,2.8333333333333335,6.0,5.0,5.0,5.0,5.0,7.0,3.0,0.4,0.7333333333333333,0.26666666666666666,0.8333333333333334,0.1,0.06666666666666667,17.8378,11.578,0.3333333333333333,0.9047619047619048,0.9047619047619048,0.5555555555555556,0.3333333333333333,0.6666666666666666,P_1779032199414_8568_1779033531138.json,1,1,accepted,2,30,2,1779032199417,1779033530311,1779033530311,balanced,quota_balanced_round_robin,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,6.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,6.0,4.0,4.0,2.0,6.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,7.0,3.0,5.0,6.0,-0.3333333333333333,-0.5,0.25,-0.75,0.75,0.75,0.3333333333333333,-0.25,5.0,6.0,4.1780333333333335
P_1779048380762_7396,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,4.583333333333333,3.5,4.0,6.0,4.0,5.0,4.0,7.0,5.0,1.0,0.6333333333333333,0.36666666666666664,0.8666666666666667,0.03333333333333333,0.1,22.202233333333332,23.309,1.0,0.8571428571428571,0.8571428571428571,1.0,0.1111111111111111,0.8888888888888888,P_1779048380762_7396_1779049701844.json,1,1,accepted,2,30,2,1779048380766,1779049701498,1779049701498,balanced,quota_balanced_round_robin,1.0,1.0,1.0,2.0,2.0,6.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,5.0,2.0,4.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,6.0,2.0,6.0,4.0,2.0,2.0,6.0,4.0,5.0,4.0,7.0,5.0,2.0,3.0,1.1666666666666667,0.5,0.75,0.5,0.0,1.0,0.5,0.625,2.0,3.0,12.432866666666666
P_1779048999001_2808,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,3.25,3.5,5.0,3.0,4.0,7.0,7.0,7.0,7.0,0.5666666666666667,0.6666666666666666,0.3333333333333333,0.9,0.03333333333333333,0.06666666666666667,23.2833,15.722999999999999,0.47619047619047616,0.9047619047619048,0.9047619047619048,0.7777777777777778,0.1111111111111111,0.8888888888888888,P_1779048999001_2808_1779050932568.json,1,1,accepted,2,30,2,1779048999004,1779050932169,1779050932169,balanced,quota_balanced_round_robin,5.0,2.0,5.0,7.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,1.0,3.0,6.0,7.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,6.0,3.0,7.0,5.0,1.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,4.0,0.6666666666666666,-0.5,0.5,1.25,-0.5,1.5,0.16666666666666666,0.875,6.0,4.0,7.547066666666667
P_1779051258244_4803,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,5.083333333333333,2.5,5.0,3.0,7.0,4.0,2.0,6.0,6.0,0.13333333333333333,0.6666666666666666,0.3333333333333333,0.9,0.03333333333333333,0.06666666666666667,4.562733333333333,2.2664999999999997,0.09523809523809523,0.9047619047619048,0.9047619047619048,0.2222222222222222,0.1111111111111111,0.8888888888888888,P_1779051258244_4803_1779051857342.json,1,1,accepted,2,30,2,1779051258248,1779051856645,1779051856645,balanced,quota_balanced_round_robin,3.0,2.0,2.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,7.0,3.0,1.0,5.0,6.0,2.0,2.0,5.0,6.0,4.0,6.0,3.0,5.0,6.0,3.0,3.0,2.0,5.0,2.0,5.0,6.0,5.0,6.0,5.0,3.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,5.0,7.0,4.0,2.0,6.0,6.0,5.0,7.0,2.0,0.75,1.0,1.25,0.25,1.5,0.8333333333333334,1.125,5.0,7.0,0.6090333333333333
P_1779090549319_6431,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,5.166666666666667,5.0,2.0,5.0,4.0,6.0,6.0,6.0,6.0,0.23333333333333334,0.6,0.4,0.8333333333333334,0.03333333333333333,0.13333333333333333,8.1632,5.497,0.14285714285714285,0.8095238095238095,0.8095238095238095,0.4444444444444444,0.1111111111111111,0.8888888888888888,P_1779090549319_6431_1779091360581.json,1,1,accepted,2,30,2,1779090549325,1779091359929,1779091359929,balanced,quota_balanced_round_robin,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,7.0,4.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,7.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.16666666666666666,0.0,-0.25,-1.5,0.5,-0.25,0.08333333333333333,-0.875,6.0,6.0,1.6830666666666665
P_1779172064690_9702,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,5.5,2.1666666666666665,2.0,6.0,2.0,6.0,7.0,7.0,6.0,0.9666666666666667,0.6666666666666666,0.3333333333333333,0.9,0.03333333333333333,0.06666666666666667,38.23283333333333,24.880499999999998,1.0,0.9047619047619048,0.9047619047619048,0.8888888888888888,0.1111111111111111,0.8888888888888888,P_1779172064690_9702_1779174045037.json,1,1,accepted,2,30,2,1779172064693,1779174044995,1779174044995,balanced,quota_balanced_round_robin,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,6.0,2.0,4.0,4.0,4.0,2.0,6.0,7.0,7.0,6.0,6.0,4.0,0.0,1.25,0.25,0.0,0.0,1.0,0.75,0.125,6.0,4.0,16.424466666666667
P_1779176939113_327,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,3.5833333333333335,3.8333333333333335,5.0,6.0,5.0,6.0,6.0,5.0,5.0,0.2,0.8666666666666667,0.13333333333333333,0.7666666666666667,0.2,0.03333333333333333,4.824933333333333,3.157,0.23809523809523808,0.9523809523809523,0.9523809523809523,0.1111111111111111,0.6666666666666666,0.3333333333333333,P_1779176939113_327_1779177518957.json,1,1,accepted,2,30,2,1779176939116,1779177507697,1779177507697,balanced,quota_balanced_round_robin,4.0,4.0,6.0,5.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,-0.16666666666666666,0.25,-0.5,0.0,0.5,1.0,0.5833333333333334,-0.25,4.0,6.0,1.0626
P_1779182696586_3060,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,4.75,2.3333333333333335,2.0,6.0,5.0,6.0,7.0,7.0,5.0,0.4,0.7666666666666667,0.23333333333333334,0.9333333333333333,0.06666666666666667,0.0,7.635166666666667,4.473,0.3333333333333333,1.0,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,P_1779182696586_3060_1779183549267.json,1,1,accepted,2,30,2,1779182696587,1779183549060,1779183549060,balanced,quota_balanced_round_robin,4.0,2.0,2.0,4.0,1.0,7.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,4.0,5.0,2.0,1.0,6.0,6.0,4.0,3.0,3.0,4.0,6.0,6.0,6.0,3.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,6.0,2.0,6.0,2.0,4.0,2.0,4.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,1.5,1.5,0.5,1.0,1.25,1.0,1.25,0.75,6.0,6.0,2.5876
P_1779183821928_8232,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,3.3333333333333335,2.3333333333333335,2.0,6.0,3.0,6.0,2.0,7.0,2.0,0.36666666666666664,0.6666666666666666,0.3333333333333333,0.7,0.13333333333333333,0.16666666666666666,7.571933333333334,5.1135,0.38095238095238093,0.7619047619047619,0.7619047619047619,0.3333333333333333,0.4444444444444444,0.5555555555555556,P_1779183821928_8232_1779184571536.json,1,1,accepted,2,30,2,1779183821930,1779184571123,1779184571123,balanced,quota_balanced_round_robin,5.0,2.0,4.0,5.0,6.0,3.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,6.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0,6.0,2.0,5.0,5.0,3.0,3.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,6.0,0.8333333333333334,0.75,1.25,1.0,0.5,0.5,0.5833333333333334,1.125,6.0,6.0,2.2429
P_1779207302608_5437,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,2.25,5.0,2.0,7.0,7.0,7.0,1.0,7.0,4.0,0.0,0.6666666666666666,0.3333333333333333,0.9,0.03333333333333333,0.06666666666666667,3.917333333333333,3.2874999999999996,0.0,0.9047619047619048,0.9047619047619048,0.0,0.1111111111111111,0.8888888888888888,P_1779207302608_5437_1779207764297.json,1,1,accepted,2,30,2,1779207302612,1779207762806,1779207762806,balanced,quota_balanced_round_robin,7.0,3.0,6.0,7.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,5.0,3.0,2.0,7.0,1.0,4.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,7.0,6.0,4.0,7.0,4.0,1.0,4.0,1.0,7.0,7.0,5.0,1.0,4.0,4.0,4.0,7.0,5.0,4.0,7.0,7.0,1.0,7.0,4.0,5.0,4.0,-2.6666666666666665,0.0,-0.5,-2.25,-1.25,-1.5,-0.9166666666666666,-1.375,5.0,4.0,0.0
P_1779215379648_1170,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,3.5,4.166666666666667,7.0,2.0,7.0,1.0,4.0,5.0,6.0,0.16666666666666666,0.7333333333333333,0.26666666666666666,0.9666666666666667,0.03333333333333333,0.0,9.444766666666668,5.242,0.047619047619047616,1.0,1.0,0.4444444444444444,0.1111111111111111,0.8888888888888888,P_1779215379648_1170_1779216747933.json,1,1,accepted,2,30,2,1779215379650,1779216747336,1779216747336,balanced,quota_balanced_round_robin,4.0,4.0,6.0,5.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,6.0,2.0,4.0,5.0,3.0,3.0,5.0,6.0,5.0,3.0,2.0,6.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,6.0,4.0,6.0,3.0,6.0,2.0,2.0,6.0,1.0,3.0,7.0,1.0,4.0,5.0,6.0,6.0,2.0,-0.6666666666666666,-1.0,-0.5,-1.0,-0.25,0.25,-0.3333333333333333,-0.75,6.0,2.0,2.5118333333333336
P_1779215940859_8085,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,2.6666666666666665,4.0,1.0,7.0,1.0,7.0,3.0,7.0,5.0,0.6666666666666666,0.7666666666666667,0.23333333333333334,0.9333333333333333,0.06666666666666667,0.0,15.670800000000002,13.689,0.7142857142857143,1.0,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,P_1779215940859_8085_1779217222081.json,1,1,accepted,2,30,2,1779215940861,1779217220134,1779217220134,balanced,quota_balanced_round_robin,6.0,3.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,2.0,4.0,5.0,2.0,6.0,4.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,1.0,6.0,2.0,3.0,4.0,5.0,1.0,7.0,3.0,7.0,5.0,5.0,2.0,-0.3333333333333333,1.75,0.25,-0.5,-0.5,1.5,0.9166666666666666,-0.125,5.0,2.0,6.5577
P_1779219582630_5218,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,3.9166666666666665,2.8333333333333335,6.0,3.0,6.0,2.0,4.0,6.0,6.0,0.6666666666666666,0.6,0.4,0.9,0.0,0.1,23.801233333333336,19.049,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.0,1.0,P_1779219582630_5218_1779221369563.json,1,1,accepted,2,30,2,1779219582631,1779221368526,1779221368526,balanced,quota_balanced_round_robin,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,6.0,4.0,2.0,3.0,5.0,6.0,4.0,2.0,4.0,6.0,1.0,6.0,6.0,4.0,6.0,2.0,4.0,4.0,6.0,1.0,6.0,2.0,4.0,2.0,5.0,6.0,2.0,4.0,6.0,6.0,5.0,6.0,1.6666666666666667,2.25,0.25,1.0,1.0,2.0,1.75,0.625,5.0,6.0,9.227133333333335
P_1779261096085_8629,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,2.5833333333333335,2.6666666666666665,2.0,6.0,5.0,6.0,5.0,6.0,6.0,0.16666666666666666,0.8,0.2,0.9,0.1,0.0,7.767933333333334,3.774,0.09523809523809523,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,P_1779261096085_8629_1779261955997.json,1,1,accepted,2,30,2,1779261096089,1779261954309,1779261954309,balanced,quota_balanced_round_robin,3.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,0.6666666666666666,0.75,0.75,1.0,0.0,0.5,0.4166666666666667,0.875,5.0,6.0,1.2139333333333333
P_1779277265995_7963,C2,2,Hedge + Text,1,0,Hedge,Text,completed,30,30,4.416666666666667,4.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,0.5666666666666667,0.7,0.3,0.6666666666666666,0.16666666666666666,0.16666666666666666,5.9639999999999995,5.5975,0.5714285714285714,0.7619047619047619,0.7619047619047619,0.5555555555555556,0.5555555555555556,0.4444444444444444,P_1779277265995_7963_1779277741455.json,1,1,accepted,2,30,2,1779277265997,1779277740710,1779277740710,balanced,quota_balanced_round_robin,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,0.16666666666666666,0.5,0.5,0.5,1.0,0.5,0.6666666666666666,0.5,6.0,4.0,2.1713999999999998
P_1779277646495_3533,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,4.083333333333333,3.8333333333333335,4.0,4.0,4.0,4.0,4.0,5.0,3.0,0.1,0.8,0.2,0.7666666666666667,0.16666666666666666,0.06666666666666667,3.8258333333333336,2.866,0.047619047619047616,0.9047619047619048,0.9047619047619048,0.2222222222222222,0.5555555555555556,0.4444444444444444,P_1779277646495_3533_1779278135269.json,1,1,accepted,2,30,2,1779277646499,1779278134831,1779278134831,balanced,quota_balanced_round_robin,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,0.3333333333333333,-0.75,-0.75,0.5,0.75,0.75,0.25,-0.125,4.0,6.0,0.46066666666666667
P_1779278069429_8501,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,3.8333333333333335,3.6666666666666665,2.0,5.0,5.0,7.0,2.0,3.0,6.0,0.23333333333333334,0.7666666666666667,0.23333333333333334,0.8,0.13333333333333333,0.06666666666666667,5.778899999999999,4.157,0.2857142857142857,0.9047619047619048,0.9047619047619048,0.1111111111111111,0.4444444444444444,0.5555555555555556,P_1779278069429_8501_1779278571305.json,1,1,accepted,2,30,2,1779278069433,1779278570814,1779278570814,balanced,quota_balanced_round_robin,3.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,6.0,4.0,4.0,2.0,5.0,1.0,4.0,5.0,5.0,4.0,6.0,6.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,7.0,2.0,3.0,6.0,4.0,2.0,0.8333333333333334,0.5,0.25,0.5,0.75,-1.0,0.08333333333333333,0.375,4.0,2.0,1.3036999999999999
P_1779283269623_1252,C1,1,No hedge + Text,0,0,No hedge,Text,completed,30,30,4.916666666666667,3.1666666666666665,2.0,6.0,2.0,6.0,6.0,4.0,5.0,0.13333333333333333,0.6666666666666666,0.3333333333333333,0.9,0.03333333333333333,0.06666666666666667,15.645333333333333,10.0175,0.14285714285714285,0.9047619047619048,0.9047619047619048,0.1111111111111111,0.1111111111111111,0.8888888888888888,P_1779283269623_1252_1779284472384.json,1,1,accepted,2,30,2,1779283269626,1779284473468,1779284473468,balanced,quota_balanced_round_robin,2.0,4.0,2.0,2.0,1.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,2.0,6.0,4.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,6.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,5.0,2.0,6.0,6.0,4.0,5.0,5.0,5.0,0.6666666666666666,2.25,0.5,0.25,0.75,1.25,1.4166666666666667,0.375,5.0,5.0,2.5069999999999997
